@relation 'student-mat-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R3-weka.filters.unsupervised.attribute.Remove-R1,6,21,30-weka.filters.unsupervised.attribute.NumericToNominal-R5-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R11-weka.filters.unsupervised.attribute.NumericToNominal-R12-weka.filters.unsupervised.attribute.NumericToNominal-R13-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R22-weka.filters.unsupervised.attribute.NumericToNominal-R23-weka.filters.unsupervised.attribute.NumericToNominal-R24-weka.filters.unsupervised.attribute.NumericToNominal-R25-weka.filters.unsupervised.attribute.NumericToNominal-R26-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R27-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R28-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R29-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R29-unset-class-temporarily'

@attribute sex {F,M}
@attribute age {Teen,Young_Adult,Adult}
@attribute address {Urban,Rural}
@attribute famsize {GT3,LE3}
@attribute Medu {0,1,2,3,4}
@attribute Fedu {0,1,2,3,4}
@attribute Mjob {at_home,health,other,services,teacher}
@attribute Fjob {teacher,other,services,health,at_home}
@attribute reason {course,other,home,reputation}
@attribute guardian {mother,father,other}
@attribute traveltime {1,2,3,4}
@attribute studytime {1,2,3,4}
@attribute failures {0,1,2,3}
@attribute schoolsup {yes,no}
@attribute famsup {no,yes}
@attribute paid {no,yes}
@attribute activities {no,yes}
@attribute nursery {yes,no}
@attribute internet {no,yes}
@attribute romantic {no,yes}
@attribute famrel {1,2,3,4,5}
@attribute freetime {1,2,3,4,5}
@attribute goout {1,2,3,4,5}
@attribute Dalc {1,2,3,4,5}
@attribute Walc {1,2,3,4,5}
@attribute health {1,2,3,4,5}
@attribute G1 {Fail,Pass}
@attribute G2 {Fail,Pass}
@attribute G3 {Fail,Pass}

@data
M,Young_Adult,Urban,GT3,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,no,4,3,3,2,2,3,Fail,Pass,Pass
M,Teen,Urban,GT3,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,no,4,3,5,3,5,5,Pass,Pass,Pass
M,Teen,Rural,GT3,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,no,4,4,5,5,5,4,Fail,Pass,Fail
F,Teen,Urban,GT3,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,Fail,Fail,Fail
F,Teen,Urban,GT3,4,4,teacher,teacher,course,mother,2,3,0,no,yes,yes,no,no,yes,yes,4,3,3,1,2,4,Pass,Pass,Pass
M,Young_Adult,Urban,LE3,2,2,other,other,course,mother,1,4,0,no,yes,no,yes,yes,yes,no,4,5,5,2,4,5,Fail,Fail,Fail
F,Teen,Rural,GT3,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,4,4,3,1,1,5,Pass,Pass,Pass
F,Young_Adult,Urban,GT3,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,no,5,3,4,1,1,4,Fail,Fail,Fail
F,Young_Adult,Urban,LE3,2,2,other,other,home,other,1,2,0,no,no,no,yes,no,yes,yes,4,3,3,1,1,2,Fail,Fail,Fail
F,Young_Adult,Rural,GT3,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,no,no,4,4,4,1,1,4,Fail,Fail,Fail
F,Teen,Urban,GT3,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,no,4,4,5,1,3,5,Pass,Pass,Pass
F,Young_Adult,Rural,GT3,3,1,services,at_home,home,other,1,3,1,no,no,yes,no,yes,no,no,5,4,3,1,2,5,Pass,Pass,Pass
F,Teen,Urban,GT3,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,4,3,2,2,3,2,Fail,Fail,Fail
F,Young_Adult,Urban,LE3,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,no,5,3,3,1,1,1,Pass,Pass,Pass
F,Teen,Rural,GT3,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,no,4,3,3,2,3,2,Fail,Pass,Fail
F,Young_Adult,Urban,GT3,2,1,services,services,home,other,1,3,1,no,no,yes,yes,yes,yes,yes,4,3,4,1,3,3,Fail,Pass,Pass
M,Young_Adult,Urban,GT3,4,4,teacher,services,home,father,1,2,1,no,yes,no,yes,yes,yes,no,4,3,3,2,2,2,Fail,Pass,Fail
M,Young_Adult,Urban,LE3,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,4,3,3,1,3,5,Pass,Pass,Pass
F,Teen,Urban,GT3,2,2,at_home,at_home,home,father,1,2,1,no,yes,no,no,yes,yes,yes,3,3,1,1,2,4,Fail,Fail,Fail
F,Young_Adult,Urban,GT3,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,no,4,3,3,1,2,3,Fail,Pass,Fail
F,Young_Adult,Urban,GT3,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,5,4,3,2,3,1,Pass,Pass,Pass
M,Young_Adult,Rural,GT3,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,5,3,2,1,2,4,Pass,Pass,Pass
M,Young_Adult,Urban,GT3,4,3,teacher,other,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,5,4,5,2,3,5,Fail,Pass,Fail
F,Teen,Urban,GT3,4,3,health,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,Pass,Pass,Pass
M,Young_Adult,Rural,GT3,3,2,other,other,course,mother,2,1,1,no,yes,no,no,no,yes,no,2,5,5,5,5,5,Fail,Pass,Pass
M,Young_Adult,Rural,GT3,1,1,other,services,home,other,3,2,3,no,no,no,no,yes,yes,no,5,4,4,3,3,2,Fail,Fail,Fail
M,Teen,Urban,GT3,3,3,health,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,4,5,4,2,3,3,Pass,Pass,Pass
M,Young_Adult,Urban,LE3,1,3,at_home,services,course,mother,1,1,1,no,no,no,no,yes,yes,yes,4,3,3,2,3,3,Fail,Fail,Fail
M,Young_Adult,Rural,GT3,1,1,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,no,4,4,4,3,3,5,Fail,Fail,Fail
M,Teen,Rural,GT3,4,3,services,other,home,mother,2,2,0,no,yes,yes,yes,no,yes,yes,4,5,5,1,3,2,Pass,Pass,Pass
F,Young_Adult,Urban,GT3,3,3,services,services,course,father,1,2,0,no,yes,no,no,yes,no,yes,5,3,4,1,1,5,Fail,Fail,Fail
F,Teen,Rural,GT3,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,Pass,Pass,Pass
F,Teen,Urban,LE3,3,2,services,other,reputation,mother,2,2,0,no,no,no,no,yes,no,yes,1,2,3,1,2,5,Pass,Pass,Pass
M,Young_Adult,Urban,LE3,1,1,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,3,3,2,1,2,3,Fail,Pass,Fail
F,Young_Adult,Urban,LE3,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,no,5,3,2,1,1,4,Pass,Pass,Pass
F,Young_Adult,Rural,LE3,1,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,no,yes,4,3,4,1,4,5,Pass,Pass,Pass
M,Young_Adult,Rural,LE3,1,1,at_home,other,other,mother,2,2,1,no,no,no,yes,no,no,no,4,4,3,2,3,5,Pass,Pass,Pass
F,Young_Adult,Urban,GT3,3,3,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,4,3,2,1,3,3,Fail,Pass,Fail
F,Teen,Urban,LE3,4,4,at_home,at_home,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,Pass,Pass,Pass
F,Teen,Rural,GT3,1,2,other,services,course,father,2,2,0,no,no,no,no,no,no,no,3,2,2,1,2,3,Pass,Pass,Pass
M,Young_Adult,Rural,GT3,1,3,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,no,no,3,3,4,2,4,3,Fail,Pass,Fail
M,Young_Adult,Urban,LE3,4,4,teacher,services,other,mother,2,3,0,no,no,yes,no,yes,yes,yes,4,2,2,2,2,5,Pass,Pass,Pass
F,Teen,Rural,GT3,1,1,other,services,reputation,mother,3,1,1,no,yes,yes,no,yes,yes,yes,5,2,1,1,2,1,Fail,Fail,Fail
F,Young_Adult,Urban,GT3,2,3,at_home,services,course,father,2,1,0,no,yes,yes,no,yes,yes,yes,5,2,3,1,2,4,Fail,Pass,Fail
F,Young_Adult,Rural,GT3,4,4,other,teacher,other,father,3,2,0,no,yes,yes,no,no,yes,yes,3,2,2,4,2,5,Pass,Pass,Pass
F,Young_Adult,Urban,LE3,3,2,services,services,home,other,2,2,2,no,no,no,yes,yes,no,yes,3,2,2,1,1,3,Fail,Fail,Fail
M,Young_Adult,Rural,LE3,1,2,at_home,services,other,father,3,1,0,no,yes,yes,yes,yes,yes,yes,4,3,3,2,3,3,Pass,Pass,Pass
F,Teen,Urban,GT3,2,2,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,no,yes,3,4,3,1,1,3,Pass,Pass,Pass
F,Teen,Rural,GT3,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,no,3,5,5,1,3,1,Fail,Fail,Fail
F,Young_Adult,Rural,LE3,4,4,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,no,5,4,4,1,1,1,Pass,Pass,Pass
F,Young_Adult,Rural,GT3,1,1,other,other,home,mother,4,3,0,no,no,no,no,yes,yes,no,4,3,2,1,2,4,Fail,Fail,Fail
F,Adult,Urban,GT3,4,2,health,other,course,other,2,3,2,no,yes,yes,no,no,yes,yes,5,4,3,1,1,3,Pass,Pass,Pass
F,Young_Adult,Rural,LE3,4,4,teacher,services,course,mother,1,2,0,no,no,yes,yes,yes,yes,no,5,4,3,3,4,2,Fail,Fail,Fail
F,Young_Adult,Urban,GT3,3,3,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,4,1,3,1,2,1,Pass,Pass,Pass
F,Teen,Rural,GT3,3,1,at_home,other,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,no,4,5,4,2,3,1,Fail,Pass,Fail
M,Young_Adult,Urban,GT3,4,4,teacher,teacher,home,father,1,2,0,no,no,yes,yes,no,yes,no,3,2,4,1,4,2,Pass,Pass,Pass
M,Young_Adult,Rural,GT3,2,1,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,4,4,3,1,3,5,Fail,Fail,Fail
M,Teen,Urban,GT3,2,3,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,no,4,4,3,1,1,3,Fail,Pass,Fail
M,Young_Adult,Rural,GT3,1,1,other,services,other,mother,2,1,1,no,no,no,no,yes,no,no,4,3,2,1,3,5,Fail,Fail,Fail
M,Young_Adult,Rural,GT3,4,2,other,other,home,father,2,1,1,no,no,yes,no,yes,no,no,5,4,3,4,3,3,Fail,Fail,Fail
F,Young_Adult,Rural,GT3,2,2,at_home,other,other,mother,2,3,0,no,no,yes,no,yes,no,no,5,3,3,1,3,4,Fail,Fail,Fail
F,Young_Adult,Rural,GT3,4,4,teacher,at_home,reputation,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,Fail,Fail,Fail
F,Young_Adult,Rural,GT3,2,3,services,other,course,mother,1,3,1,no,no,no,yes,no,yes,no,5,4,2,1,2,5,Fail,Fail,Fail
F,Young_Adult,Urban,LE3,3,1,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,no,4,3,4,1,1,1,Fail,Fail,Fail
F,Young_Adult,Urban,GT3,1,1,other,other,course,mother,2,2,1,no,no,no,yes,yes,no,no,1,1,1,1,1,5,Fail,Fail,Fail
M,Adult,Urban,LE3,2,2,services,services,course,other,1,2,2,no,yes,yes,no,yes,no,no,5,5,4,4,5,4,Fail,Fail,Fail
M,Teen,Urban,LE3,3,1,services,services,course,mother,2,1,0,no,no,no,no,no,yes,no,2,4,5,3,4,2,Pass,Pass,Pass
M,Adult,Rural,GT3,1,1,other,other,course,other,1,1,3,no,no,no,no,no,no,no,5,5,3,3,3,3,Fail,Fail,Fail
M,Young_Adult,Rural,LE3,3,2,services,other,course,mother,3,1,0,no,no,no,no,no,yes,no,4,4,1,3,4,5,Fail,Pass,Fail
M,Young_Adult,Urban,LE3,1,1,other,at_home,course,father,1,1,0,no,no,no,no,yes,yes,no,3,2,3,3,3,5,Fail,Fail,Fail
